Family.ID	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
ORTHOMCL1624	null	1	1	4	2	1	1	1	1	1	1	1
ORTHOMCL1625	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1626	null	1	1	3	1	1	1	3	1	1	1	1
ORTHOMCL1628	null	2	1	3	1	2	1	1	1	1	1	1
ORTHOMCL1630	null	1	1	2	1	3	1	1	2	1	1	1
ORTHOMCL1631	null	2	1	1	1	2	1	1	2	1	1	2
ORTHOMCL1632	null	1	1	1	1	1	1	4	1	1	1	2
ORTHOMCL1633	null	1	1	1	1	1	1	1	2	1	1	4
ORTHOMCL1634	null	1	1	2	2	0	1	1	1	1	1	4
ORTHOMCL1635	null	1	1	5	1	1	1	1	1	1	1	1
ORTHOMCL1636	null	1	1	2	1	2	1	1	1	2	2	1
ORTHOMCL1637	null	1	1	2	2	1	1	3	1	1	1	1
ORTHOMCL1638	null	1	1	2	1	2	1	1	1	2	1	2
ORTHOMCL1639	null	1	1	2	2	2	1	1	1	1	1	2
ORTHOMCL1640	null	1	1	5	1	1	1	1	1	1	1	1
ORTHOMCL1641	null	1	1	2	2	1	1	1	1	1	1	3
ORTHOMCL1642	null	1	1	1	1	1	1	1	2	1	1	4
ORTHOMCL1643	null	1	1	1	1	2	1	2	1	1	1	3
ORTHOMCL1644	null	1	1	2	3	1	1	1	1	1	1	2
ORTHOMCL1645	null	1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1646	null	2	1	1	2	2	1	2	1	1	0	2
ORTHOMCL1647	null	1	1	1	2	1	3	1	1	1	1	2
ORTHOMCL1648	null	1	1	1	4	2	1	1	1	1	1	1
ORTHOMCL1649	null	1	1	3	2	1	1	1	1	1	1	2
ORTHOMCL1650	null	1	1	1	1	2	1	1	1	1	1	4
ORTHOMCL1652	null	1	1	2	2	2	1	2	1	1	1	1
ORTHOMCL1653	null	1	1	2	2	1	1	1	1	1	1	3
ORTHOMCL1654	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1655	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1656	null	1	1	2	1	1	2	1	2	2	1	1
ORTHOMCL1657	null	1	1	2	2	1	1	1	1	1	1	3
ORTHOMCL1658	null	1	1	1	1	5	1	1	1	1	1	1
ORTHOMCL1659	null	2	1	2	1	1	1	1	1	1	2	2
ORTHOMCL1660	null	3	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1661	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1662	null	1	1	2	2	2	1	2	1	1	1	1
ORTHOMCL1663	null	1	1	1	1	5	1	1	1	1	1	1
ORTHOMCL1664	null	2	1	3	2	1	1	1	1	1	1	1
ORTHOMCL1665	null	1	1	2	1	3	1	2	1	1	1	1
ORTHOMCL1668	null	1	1	1	1	1	1	2	1	1	1	4
ORTHOMCL1669	null	1	1	1	1	1	1	1	2	1	1	4
ORTHOMCL1670	null	1	1	2	2	2	1	1	1	1	1	2
ORTHOMCL1671	null	1	1	1	2	4	1	1	1	1	1	1
ORTHOMCL1672	null	1	1	2	1	0	1	1	1	1	0	6
ORTHOMCL1673	null	1	1	1	1	1	1	4	2	1	1	1
ORTHOMCL1674	null	1	1	2	1	1	3	2	1	1	1	1
ORTHOMCL1676	null	1	1	1	1	1	1	3	1	1	1	3
ORTHOMCL1677	null	1	1	4	1	1	1	1	2	1	1	1
ORTHOMCL1678	null	1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1679	null	1	1	1	1	2	2	0	2	1	1	3
ORTHOMCL1680	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1682	null	1	1	1	1	2	2	2	2	1	1	1
ORTHOMCL1683	null	1	1	1	1	1	2	4	1	1	1	1
ORTHOMCL1684	null	2	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1686	null	1	1	1	1	4	1	1	1	1	2	1
ORTHOMCL1687	null	1	1	1	4	2	1	1	1	1	1	1
ORTHOMCL1688	null	2	1	1	3	1	1	1	1	1	1	2
ORTHOMCL1689	null	1	1	2	3	1	1	1	2	1	1	1
ORTHOMCL1690	null	1	1	2	2	2	1	1	1	1	1	2
ORTHOMCL1691	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1692	null	1	1	1	1	2	3	1	1	1	1	2
ORTHOMCL1693	null	1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1694	null	1	1	3	1	3	1	1	1	1	1	1
ORTHOMCL1695	null	1	1	2	2	1	1	1	1	2	2	1
ORTHOMCL1696	null	1	1	1	1	4	1	3	1	1	0	1
ORTHOMCL1697	null	1	1	1	1	3	1	2	1	1	1	2
ORTHOMCL1698	null	1	1	3	2	2	1	1	1	1	1	1
ORTHOMCL1699	null	1	1	1	1	3	1	2	1	2	1	1
ORTHOMCL1700	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1701	null	1	1	1	1	1	1	1	1	2	2	3
ORTHOMCL1702	null	1	1	3	2	1	1	1	1	1	2	1
ORTHOMCL1703	null	1	1	1	1	1	1	2	2	2	2	1
ORTHOMCL1704	null	1	1	1	1	3	2	0	2	1	1	2
ORTHOMCL1706	null	1	1	2	1	2	3	1	1	1	1	1
ORTHOMCL1707	null	1	1	2	2	2	1	1	1	1	1	2
ORTHOMCL1708	null	1	1	1	2	4	1	1	1	1	1	1
ORTHOMCL1709	null	1	1	2	2	1	1	1	1	1	1	3
ORTHOMCL1710	null	1	1	1	3	2	1	2	1	1	1	1
ORTHOMCL1711	null	1	1	1	2	1	2	2	1	1	1	2
ORTHOMCL1713	null	1	1	3	1	2	2	1	1	1	1	1
ORTHOMCL1714	null	1	1	1	1	5	1	1	1	1	1	1
ORTHOMCL1716	null	1	1	1	1	0	1	4	1	2	2	1
ORTHOMCL1717	null	1	1	1	2	1	1	1	1	1	1	4
ORTHOMCL1718	null	1	1	2	2	2	1	1	1	1	1	2
ORTHOMCL1719	null	1	1	2	2	1	1	2	1	1	1	2
ORTHOMCL1720	null	1	1	1	1	1	1	1	1	1	1	5
ORTHOMCL1724	null	1	1	2	0	1	1	1	1	1	1	4
ORTHOMCL1725	null	1	1	3	1	1	1	1	1	1	1	2
ORTHOMCL1726	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1727	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1728	null	1	1	1	1	3	1	2	1	1	1	1
ORTHOMCL1730	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL1732	null	1	1	1	1	1	1	1	2	2	2	1
ORTHOMCL1733	null	3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1736	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1737	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1738	null	3	1	1	1	2	1	1	1	1	1	1
ORTHOMCL1739	null	2	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1741	null	1	1	1	1	1	1	2	1	1	1	3
ORTHOMCL1742	null	1	1	2	2	1	2	1	1	1	1	1
ORTHOMCL1743	null	2	1	1	1	1	3	1	1	1	1	1
ORTHOMCL1745	null	1	1	1	1	2	1	2	1	1	2	1
ORTHOMCL1746	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1747	null	2	1	1	1	1	2	1	1	1	1	2
ORTHOMCL1748	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL1749	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1750	null	2	1	1	0	2	1	2	1	1	1	2
ORTHOMCL1751	null	1	1	1	2	2	1	1	1	1	1	2
ORTHOMCL1752	null	1	1	1	1	1	1	4	1	1	1	1
ORTHOMCL1753	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1754	null	2	1	2	1	2	1	1	1	1	1	1
ORTHOMCL1755	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL1756	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL1757	null	1	1	1	1	2	1	1	2	1	1	2
ORTHOMCL1759	null	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1760	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1761	null	1	1	2	2	1	1	1	1	2	1	1
ORTHOMCL1762	null	1	1	1	3	1	1	1	1	1	1	2
ORTHOMCL1763	null	1	1	1	1	3	1	1	1	2	1	1
ORTHOMCL1764	null	1	1	1	1	3	1	1	1	1	1	2
ORTHOMCL1765	null	1	1	2	1	1	1	1	1	1	1	3
ORTHOMCL1766	null	1	1	1	1	1	2	0	1	1	1	4
ORTHOMCL1767	null	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1768	null	3	1	1	1	1	1	1	1	1	1	2
ORTHOMCL1769	null	1	1	2	1	2	1	3	1	0	1	1
ORTHOMCL1770	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1771	null	1	1	2	1	1	1	1	1	2	2	1
ORTHOMCL1772	null	3	1	1	1	2	1	1	1	1	1	1
ORTHOMCL1773	null	1	1	1	1	2	1	0	1	1	1	4
ORTHOMCL1774	null	2	1	1	1	1	1	3	1	1	1	1
ORTHOMCL1775	null	1	1	1	1	2	4	1	0	1	1	1
ORTHOMCL1776	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1777	null	1	1	1	2	1	1	2	1	1	2	1
ORTHOMCL1778	null	1	1	1	1	2	1	1	1	2	1	2
ORTHOMCL1780	null	2	1	1	1	2	1	1	1	1	2	1
ORTHOMCL1781	null	2	1	1	2	1	1	2	1	1	1	1
ORTHOMCL1782	null	2	1	0	2	2	1	1	1	1	1	2
ORTHOMCL1783	null	1	1	1	2	1	1	3	1	1	1	1
ORTHOMCL1784	null	1	1	1	1	1	1	1	1	3	2	1
ORTHOMCL1785	null	1	1	2	2	1	1	1	2	1	1	1
ORTHOMCL1787	null	1	1	1	1	1	3	1	1	1	1	2
ORTHOMCL1788	null	2	1	1	1	1	2	2	1	1	1	1
ORTHOMCL1792	null	2	1	1	1	1	1	1	1	1	2	2
ORTHOMCL1793	null	1	1	1	2	2	1	1	1	1	1	2
ORTHOMCL1794	null	2	1	1	1	2	1	1	2	1	1	1
ORTHOMCL1796	null	1	1	1	1	3	1	1	2	1	1	1
ORTHOMCL1797	null	2	1	1	1	2	1	1	1	1	2	1
ORTHOMCL1798	null	2	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1799	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL1800	null	3	1	1	1	3	1	1	1	1	1	0
ORTHOMCL1801	null	3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1803	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1804	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1806	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1808	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1809	null	3	1	1	1	1	1	2	1	1	1	1
ORTHOMCL1811	null	3	1	1	1	1	1	1	1	1	1	2
ORTHOMCL1813	null	4	1	1	1	0	1	2	1	1	1	1
ORTHOMCL1814	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL1815	null	1	1	2	1	1	1	2	2	1	1	1
ORTHOMCL1816	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1817	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL1818	null	1	1	1	1	2	1	1	1	1	2	2
ORTHOMCL1819	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1821	null	2	1	1	1	1	1	1	1	1	2	2
ORTHOMCL1823	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL1824	null	4	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1825	null	1	1	1	2	1	1	2	2	1	1	1
ORTHOMCL1826	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1827	null	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1828	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1829	null	1	1	2	1	1	1	2	1	1	1	2
ORTHOMCL1830	null	1	1	1	1	2	1	1	2	1	1	2
ORTHOMCL1831	null	1	1	2	2	1	1	1	1	2	1	1
ORTHOMCL1832	null	1	1	1	2	3	1	1	1	1	1	1
ORTHOMCL1833	null	3	1	1	1	1	1	1	1	1	1	2
ORTHOMCL1834	null	2	1	1	2	2	1	1	1	1	1	1
ORTHOMCL1835	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1836	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1837	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1838	null	1	1	1	3	2	1	1	1	1	1	1
ORTHOMCL1839	null	1	1	2	1	3	1	1	1	1	1	1
ORTHOMCL1840	null	1	1	1	1	1	0	3	3	1	1	1
ORTHOMCL1841	null	2	1	1	1	1	2	1	1	1	1	2
ORTHOMCL1843	null	1	1	1	1	1	1	2	1	1	1	3
ORTHOMCL1845	null	1	1	2	2	1	1	1	2	1	1	1
ORTHOMCL1846	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1847	null	2	1	1	1	1	2	2	1	1	1	1
ORTHOMCL1848	null	2	1	1	1	2	1	2	1	1	1	1
ORTHOMCL1849	null	2	1	1	1	1	1	1	1	2	1	2
ORTHOMCL1851	null	1	1	1	1	2	2	2	1	1	1	1
ORTHOMCL1852	null	1	2	2	1	1	0	1	2	1	1	2
ORTHOMCL1853	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1854	null	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1856	null	1	1	3	1	1	1	1	1	1	1	2
ORTHOMCL1858	null	1	1	1	1	1	1	1	1	2	1	3
ORTHOMCL1859	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1860	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL1861	null	1	1	1	1	3	1	1	1	1	1	2
ORTHOMCL1863	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1864	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1865	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL1866	null	1	1	1	1	1	2	1	1	1	1	3
ORTHOMCL1867	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL1869	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1870	null	1	1	2	1	3	1	1	1	1	1	1
ORTHOMCL1872	null	1	1	2	1	1	1	2	1	1	1	2
ORTHOMCL1874	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1875	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL1876	null	2	1	1	1	2	1	2	1	1	1	1
ORTHOMCL1877	null	2	1	2	1	1	1	1	2	1	1	1
ORTHOMCL1878	null	2	1	1	1	3	1	1	1	1	1	1
ORTHOMCL1879	null	1	1	1	1	1	1	2	2	1	2	1
ORTHOMCL1880	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1881	null	1	1	1	3	2	1	1	1	1	1	1
ORTHOMCL1883	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL1884	null	1	1	2	1	1	1	3	1	1	1	1
ORTHOMCL1885	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1886	null	6	1	1	1	0	1	1	1	1	1	0
ORTHOMCL1887	null	1	1	1	1	1	1	2	1	2	1	2
ORTHOMCL1888	null	2	1	1	1	1	1	1	1	2	2	1
ORTHOMCL1889	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1890	null	1	1	1	1	1	1	1	1	4	1	1
ORTHOMCL1891	null	1	1	2	1	2	1	2	1	1	1	1
ORTHOMCL1892	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL1894	null	1	1	1	2	2	2	1	1	1	1	1
ORTHOMCL1895	null	1	1	2	1	2	1	1	1	1	1	2
ORTHOMCL1896	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL1897	null	2	1	2	3	1	0	1	1	1	1	1
ORTHOMCL1899	null	2	1	1	1	1	1	1	2	1	1	2
ORTHOMCL1900	null	2	1	3	2	1	1	1	1	1	1	0
ORTHOMCL1901	null	5	9	0	0	0	0	0	0	0	0	0
ORTHOMCL1902	null	1	1	1	1	1	4	1	1	1	1	1
ORTHOMCL1903	null	1	1	2	2	1	2	1	1	1	1	1
ORTHOMCL1905	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL1906	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1907	null	1	1	1	1	2	1	1	2	1	2	1
ORTHOMCL1908	null	3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1909	null	2	2	1	2	1	0	2	1	0	2	1
ORTHOMCL1910	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1911	null	1	1	1	1	1	2	1	1	2	2	1
ORTHOMCL1912	null	4	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1913	null	1	1	1	1	1	1	1	2	2	2	1
ORTHOMCL1914	null	2	1	1	1	1	1	2	1	1	1	2
ORTHOMCL1915	null	1	1	2	1	1	1	1	1	1	1	3
ORTHOMCL1916	null	1	1	2	1	2	1	1	1	1	1	2
ORTHOMCL1917	null	2	1	1	1	1	1	1	2	1	2	1
ORTHOMCL1919	null	1	1	1	1	1	1	1	3	1	1	2
ORTHOMCL1921	null	1	1	1	1	1	2	1	1	1	3	1
ORTHOMCL1922	null	2	1	1	1	1	1	2	1	1	2	1
ORTHOMCL1923	null	1	1	1	2	1	1	2	1	1	2	1
ORTHOMCL1924	null	3	1	1	1	1	1	2	1	1	1	1
ORTHOMCL1926	null	1	1	1	1	1	0	2	0	3	1	3
ORTHOMCL1927	null	1	1	1	2	1	1	1	1	3	1	1
ORTHOMCL1928	null	1	1	1	1	1	1	2	2	1	1	2
ORTHOMCL1929	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1930	null	1	1	1	2	2	1	2	1	1	1	1
ORTHOMCL1931	null	1	1	1	2	1	1	1	1	1	1	3
ORTHOMCL1932	null	1	1	1	1	1	2	1	1	1	1	3
ORTHOMCL1933	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1934	null	1	1	1	2	1	2	1	1	2	2	0
ORTHOMCL1935	null	1	1	1	1	1	0	0	0	0	0	9
ORTHOMCL1936	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1937	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1939	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1940	null	3	1	1	0	2	1	1	2	1	1	1
ORTHOMCL1941	null	3	1	2	1	0	1	1	1	1	1	2
ORTHOMCL1943	null	1	1	1	1	2	1	2	1	1	1	2
ORTHOMCL1944	null	1	1	1	1	1	5	1	1	0	1	1
ORTHOMCL1945	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1946	null	1	1	2	1	1	0	1	2	1	1	3
ORTHOMCL1947	null	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL1948	null	1	1	2	1	2	1	1	1	1	1	2
ORTHOMCL1949	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1950	null	2	1	1	1	1	1	1	3	1	1	1
ORTHOMCL1951	null	1	1	3	1	1	1	1	2	1	1	1
ORTHOMCL1953	null	1	1	1	2	1	1	1	1	1	1	3
ORTHOMCL1954	null	3	1	1	1	1	1	1	1	1	2	1
ORTHOMCL1956	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL1957	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL1958	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL1959	null	1	1	1	1	3	1	1	1	2	1	1
ORTHOMCL1960	null	1	1	1	2	1	1	1	1	2	2	1
ORTHOMCL1961	null	1	1	1	1	2	1	1	1	2	2	1
ORTHOMCL1962	null	1	1	2	1	2	1	2	1	1	1	1
ORTHOMCL1963	null	2	1	1	2	1	1	2	1	1	1	1
ORTHOMCL1965	null	1	1	1	1	2	1	1	2	2	1	1
ORTHOMCL1966	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1967	null	1	1	0	2	1	1	1	2	2	2	1
ORTHOMCL1968	null	1	1	1	3	2	1	1	1	1	1	1
ORTHOMCL1969	null	1	1	2	2	1	1	1	1	2	1	1
ORTHOMCL1970	null	1	1	1	2	1	1	1	1	3	1	1
ORTHOMCL1971	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1973	null	1	1	1	1	1	1	1	4	1	1	1
ORTHOMCL1974	null	1	1	1	1	1	1	1	1	1	2	3
ORTHOMCL1976	null	2	1	1	1	1	1	3	1	1	1	1
ORTHOMCL1978	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1979	null	2	1	1	2	1	1	1	1	0	1	3
ORTHOMCL1981	null	1	1	2	1	3	1	1	1	1	1	1
ORTHOMCL1982	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1983	null	1	1	1	1	2	1	2	1	1	1	2
ORTHOMCL1984	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1985	null	1	1	1	1	2	1	1	2	1	1	2
ORTHOMCL1986	null	2	1	2	1	1	1	2	1	1	1	1
ORTHOMCL1987	null	2	1	1	1	1	1	1	1	2	2	1
ORTHOMCL1988	null	2	1	1	1	2	1	1	1	1	2	1
ORTHOMCL1989	null	2	1	1	1	1	1	2	1	1	1	2
ORTHOMCL1991	null	1	1	1	1	1	1	1	1	4	1	1
ORTHOMCL1994	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1996	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1997	null	2	1	1	2	1	1	1	1	1	1	2
ORTHOMCL1998	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1999	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL2000	null	1	1	1	1	3	1	1	1	1	1	2
ORTHOMCL2001	null	1	1	1	1	1	1	1	1	2	1	3
ORTHOMCL2002	null	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL2004	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2005	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2007	null	1	1	2	1	2	1	2	1	1	1	1
ORTHOMCL2008	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL2009	null	2	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2010	null	1	1	1	2	1	2	1	1	1	1	2
ORTHOMCL2011	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL2012	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL2013	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2014	null	1	1	1	1	3	1	1	2	1	1	1
ORTHOMCL2016	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2017	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL2019	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2020	null	3	1	1	1	1	1	3	1	1	1	0
ORTHOMCL2021	null	2	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2022	null	1	1	3	3	1	1	1	1	1	0	1
ORTHOMCL2023	null	1	1	1	1	1	1	4	1	1	1	1
ORTHOMCL2024	null	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL2025	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL2027	null	1	1	1	1	3	1	1	2	1	1	1
ORTHOMCL2028	null	1	1	1	1	1	3	2	1	1	1	1
ORTHOMCL2029	null	1	1	1	1	1	0	1	1	1	1	5
ORTHOMCL2030	null	1	1	1	1	2	1	1	1	2	2	1
ORTHOMCL2031	null	1	1	3	1	1	1	2	1	1	1	1
ORTHOMCL2032	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2033	null	1	1	1	1	3	1	2	1	1	1	1
ORTHOMCL2035	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL2036	null	1	1	3	1	1	1	1	1	2	1	1
ORTHOMCL2037	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL2039	null	1	1	1	1	3	1	1	1	1	1	2
ORTHOMCL2040	null	1	1	1	1	2	1	2	2	1	1	1
ORTHOMCL2041	null	1	1	1	1	1	1	2	1	1	1	3
ORTHOMCL2042	null	1	1	1	3	1	0	1	1	1	1	3
ORTHOMCL2043	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2044	null	1	1	1	1	3	2	1	1	1	1	1
ORTHOMCL2045	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL2046	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL2049	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2053	null	1	1	1	1	5	1	1	1	1	1	0
ORTHOMCL2055	null	1	1	1	1	2	1	2	1	1	1	2
ORTHOMCL2056	null	2	1	2	2	1	0	2	1	1	1	1
ORTHOMCL2057	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL2058	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL2059	null	1	1	2	1	2	1	1	1	1	1	2
ORTHOMCL2060	null	1	1	1	1	1	1	1	1	0	1	5
ORTHOMCL2061	null	1	1	2	1	2	2	1	1	1	1	1
ORTHOMCL2063	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL2064	null	1	1	2	1	1	2	1	1	1	2	1
ORTHOMCL2065	null	2	1	1	1	1	1	1	1	1	2	2
ORTHOMCL2066	null	1	1	1	2	1	1	2	1	1	1	2
ORTHOMCL2067	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2068	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL2070	null	1	1	1	1	1	1	1	1	2	2	2
ORTHOMCL2071	null	1	1	1	1	2	1	1	1	2	2	1
ORTHOMCL2072	null	1	1	2	1	1	1	1	1	1	1	3
ORTHOMCL2074	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL2077	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL2078	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL2079	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2081	null	1	1	2	1	1	1	1	1	1	1	3
ORTHOMCL2082	null	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL2083	null	1	1	1	1	1	2	1	1	1	1	3
ORTHOMCL2085	null	1	1	2	1	2	1	1	1	1	1	2
ORTHOMCL2086	null	1	1	1	1	3	1	1	2	1	1	1
ORTHOMCL2087	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL2088	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2090	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2091	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL2093	null	1	1	1	1	1	2	1	2	2	1	1
ORTHOMCL2094	null	1	1	1	1	2	1	2	2	1	1	1
ORTHOMCL2095	null	1	1	1	1	1	1	5	1	0	1	1
ORTHOMCL2096	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL2097	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL2099	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2100	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL2101	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL2102	null	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL2103	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL2104	null	1	1	1	1	1	0	1	1	2	2	3
ORTHOMCL2105	null	1	1	2	3	2	1	1	1	1	1	0
ORTHOMCL2106	null	1	1	1	1	3	1	1	1	2	1	1
ORTHOMCL2107	null	1	1	1	3	1	1	1	1	1	2	1
